timestamp_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,label
2571068,1.0659,0.0439,0.0125,16.6750,-6.0840,-2.2377,gesture_recognition
2571088,0.9841,0.0061,-0.0361,21.4460,-3.1833,-2.3674,gesture_recognition
2571108,1.0295,0.1062,-0.1958,18.0414,2.3511,-1.3980,gesture_recognition
2571128,1.1906,0.0676,-0.2932,-5.2258,-2.0688,1.8463,gesture_recognition
2571148,1.1059,-0.0168,-0.0512,-9.5158,-15.6947,-1.0850,gesture_recognition
2571168,0.9138,0.0066,-0.0004,-16.5006,-6.1451,1.3807,gesture_recognition
2571188,1.1545,-0.1606,-0.0515,-8.5693,-2.2825,0.0982,gesture_recognition
2571208,0.9160,0.0862,0.1524,2.2094,-6.4046,-0.1766,gesture_recognition
2571228,1.0424,0.0337,0.2908,6.7666,0.0686,-2.7415,gesture_recognition
2571248,1.0585,0.0149,0.4246,12.1712,12.2671,-2.8789,gesture_recognition
2571268,0.9875,-0.0327,0.2229,16.9651,17.3511,-2.4056,gesture_recognition
2571288,1.0063,-0.0317,0.0359,18.7819,10.4198,-2.0010,gesture_recognition
2571308,0.9301,0.0078,0.1131,20.7666,-1.3665,-2.7033,gesture_recognition
2571328,1.0480,0.0032,0.0162,20.5147,-4.4123,-2.5430,gesture_recognition
2571348,0.9951,-0.0112,-0.0014,24.6903,-6.3894,-3.4285,gesture_recognition
2571368,1.0903,-0.0032,-0.1062,17.2170,13.1297,-1.3598,gesture_recognition
2571388,1.0014,-0.0056,0.0538,7.5376,25.1679,-0.1766,gesture_recognition
2571408,1.0681,-0.0098,-0.0293,5.4613,-1.9695,-0.2529,gesture_recognition
2571428,1.0117,0.0198,0.0154,0.6216,-1.4657,-0.3293,gesture_recognition
2571448,1.0205,0.0088,0.0037,0.0033,-0.5573,-0.0545,gesture_recognition
2571468,0.9924,0.0078,0.0135,-0.1113,-1.5649,0.0829,gesture_recognition
2571488,0.9782,0.0012,0.0242,-0.1342,-6.1604,-0.4361,gesture_recognition
2571508,0.9787,0.0049,0.0061,-0.1265,-11.3436,-0.9629,gesture_recognition
2571528,0.9938,0.0193,0.0020,-0.0349,-14.0993,-0.7262,gesture_recognition
2571548,1.0808,0.1274,0.0530,-1.8670,-3.3894,0.1440,gesture_recognition
2571568,1.0312,0.0627,0.0879,-1.7906,18.5114,0.5791,gesture_recognition
2571588,1.0170,-0.0017,0.0926,3.4231,10.6183,-1.3903,gesture_recognition
2571608,0.9575,0.0454,0.3030,16.3620,-8.3894,-3.7033,gesture_recognition
2571628,1.0393,0.0745,0.0135,21.8124,-6.1756,-3.7186,gesture_recognition
2571648,1.0456,0.1357,0.1482,21.9040,19.0763,-5.5812,gesture_recognition
2571668,0.9555,0.1487,0.1980,28.0338,28.1602,-7.6422,gesture_recognition
2571688,0.8562,0.1257,0.1529,32.6063,9.8167,-7.7644,gesture_recognition
2571708,1.0415,0.1445,-0.0459,31.6674,-9.1527,-6.1003,gesture_recognition
2571728,1.1376,0.0693,-0.0700,37.0338,-22.4199,-5.6193,gesture_recognition
2571748,1.0698,0.1724,0.0174,32.8353,-9.1146,-7.1995,gesture_recognition
2571768,0.7670,0.2036,0.0987,32.3849,6.6793,-1.7338,gesture_recognition
2571788,0.9194,0.1138,0.1123,27.6903,8.9465,-6.1155,gesture_recognition
2571808,1.0624,0.0679,-0.1023,29.8353,5.6412,-7.0850,gesture_recognition
2571828,1.1025,0.0903,-0.1193,27.5758,-8.1451,-6.8865,gesture_recognition
2571848,1.0705,0.0974,-0.0693,14.8353,20.8167,-6.9094,gesture_recognition
2571868,0.7597,0.1057,0.2896,18.5834,8.5954,-3.7873,gesture_recognition
2571888,0.9294,0.1343,0.1590,15.8200,4.8015,-11.0392,gesture_recognition
2571908,0.8576,0.0283,0.0425,19.0033,-8.4962,-2.3980,gesture_recognition
2571928,1.0288,0.0608,0.2376,9.1330,3.7022,-6.7109,gesture_recognition
2571948,1.0935,0.0610,0.1079,13.0491,16.2747,-5.5888,gesture_recognition
2571968,0.9960,-0.0044,-0.1135,22.1178,-0.5955,-3.7491,gesture_recognition
2571988,1.0048,-0.0239,-0.1301,21.1330,-5.8856,-2.9858,gesture_recognition
2572008,1.0961,-0.0159,-0.2939,19.5452,-2.4657,-3.6346,gesture_recognition
2572028,1.0581,-0.0915,-0.0974,4.4078,0.7862,-0.5659,gesture_recognition
2572048,0.9824,-0.0906,0.0122,2.0033,-8.1451,1.0677,gesture_recognition
2572068,1.2717,-0.1269,-0.1186,-3.1876,4.0763,2.3807,gesture_recognition
2572088,0.8525,-0.0737,0.3716,4.3010,-8.9772,-0.1308,gesture_recognition
2572108,1.0278,-0.0459,-0.0583,13.8048,-2.0230,-1.2987,gesture_recognition
2572128,0.7297,0.0103,-0.4575,-8.1723,6.9465,6.6326,gesture_recognition
2572148,0.8742,-0.0832,-0.3215,-40.6838,2.5038,5.2967,gesture_recognition
2572168,0.9794,-0.0964,0.2034,-35.2410,-0.8321,5.1058,gesture_recognition
2572188,1.0200,0.0356,0.3545,-11.6151,-4.1146,1.8234,gesture_recognition
2572208,0.9843,-0.0417,-0.0261,7.5071,-1.9161,1.0219,gesture_recognition
2572228,1.0600,0.0166,-0.3090,-7.4242,4.4503,1.5257,gesture_recognition
2572248,1.0070,0.0212,0.0596,-14.6532,-2.2214,2.7089,gesture_recognition
2572268,1.1015,-0.0269,0.2500,-5.7296,-0.2062,-1.6117,gesture_recognition
2572288,0.8657,-0.0044,0.2146,3.5452,-3.6031,-1.0239,gesture_recognition
2572308,0.8195,0.0332,0.2134,5.9575,-0.2520,0.5028,gesture_recognition
2572328,0.9746,0.0259,-0.1501,4.1407,-3.2062,-0.6957,gesture_recognition
2572348,1.0136,-0.0061,-0.0312,-9.8746,1.3740,-1.5048,gesture_recognition
2572368,1.0085,0.0139,0.0948,-11.3861,3.2442,-1.3598,gesture_recognition
2572388,1.1728,0.0042,0.0601,5.8353,-2.0611,-0.9476,gesture_recognition
